"ActivityType" "subID" "ActivityID" "BodyAccelerationMeanX" "BodyAccelerationMeanY" "BodyAccelerationMeanZ" "BodyAccelerationstdX" "BodyAccelerationstdY" "BodyAccelerationstdZ" "GravityAccelerationMeanX" "GravityAccelerationMeanY" "GravityAccelerationMeanZ" "GravityAccelerationstdX" "GravityAccelerationstdY" "GravityAccelerationstdZ" "BodyGyroscopeMeanX" "BodyGyroscopeMeanY" "BodyGyroscopeMeanZ" "BodyGyroscopestdX" "BodyGyroscopestdY" "BodyGyroscopestdZ" "BodyAccelerationMagnitudeMean" "BodyAccelerationMagnitudestd" "GravityAccelerationMagnitudeMean" "GravityAccelerationMagnitudestd" "BodyGyroscopeMagnitudeMean" "BodyGyroscopeMagnitudestd" "BodyAccelerationMeanFrequencyX" "BodyAccelerationMeanFrequencyY" "BodyAccelerationMeanFrequencyZ" "BodyGyroscopeMeanFrequencyX" "BodyGyroscopeMeanFrequencyY" "BodyGyroscopeMeanFrequencyZ" "BodyAccelerationMagnitudeMeanFrequency" "BodyGyroscopeMagnitudeMeanFrequency"
"15" "LAYING" 15 6 0.2894756525 -0.0166296542054167 -0.118530240291667 -0.972255551527778 -0.962759422361111 -0.929586835277778 -0.1719930545 0.899242553055556 -0.0369192905555556 -0.961509742916667 -0.986036192361111 -0.950710357083333 -0.0168300887791667 -0.0619700871944444 0.113451899791667 -0.957167680694444 -0.961142911805556 -0.956537051666667 -0.955340661527778 -0.943314107916667 -0.955340661527778 -0.943314107916667 -0.944605127222222 -0.924043007638889 -0.148912121697222 0.240597438814583 0.0627474804925 -0.154987482663889 -0.146020121881944 0.000812185868055555 0.127358410820833 -0.196344267730556
"16" "LAYING" 16 6 0.274227162571429 -0.0166103510562857 -0.107310493242857 -0.973691429428571 -0.943061150285714 -0.965490276285714 -0.206783742242857 -0.0199270225714286 0.893884468571429 -0.963761977857143 -0.966087103857143 -0.967886002 -0.0161545406857143 -0.113675060885714 0.0966210349428571 -0.977010769857143 -0.970747514 -0.984781484857143 -0.961834634857143 -0.957895927714286 -0.961834634857143 -0.957895927714286 -0.951777099571429 -0.959020036285714 -0.34641362517 -0.1830181401 0.130679193077143 -0.125551597817143 -0.2155078006 0.100235755224429 -0.121302340485714 -0.124998552485714
"17" "LAYING" 17 6 0.269780085577465 -0.0168462006729577 -0.107006279704225 -0.972960567323944 -0.944792875211268 -0.953476700140845 -0.19913309 0.658792072253521 0.722657502112676 -0.961063222394366 -0.961466681267606 -0.957164565211268 -0.0234756467113239 -0.0944580192535211 0.111440490309859 -0.975893061830986 -0.971484336197183 -0.976200771267606 -0.953021411126761 -0.948257993521127 -0.953021411126761 -0.948257993521127 -0.960733121690141 -0.959325498732394 -0.115141826580282 0.0546075608732394 0.0834467170676056 0.00656792310211268 0.0154847631971831 0.131970584167183 -0.0494678208816901 -0.0465567390414085
"18" "LAYING" 18 6 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.984527649230769 -0.986160920923077 -0.987658662307692 -0.220600509076923 0.719755403692308 0.605495317692308 -0.982715987538462 -0.994093522615385 -0.990957249538462 -0.02517618068 -0.0837587308153846 0.0937781948153846 -0.992872598 -0.984202872923077 -0.985108386307692 -0.986456241538462 -0.986464542615385 -0.986456241538462 -0.986464542615385 -0.980740846769231 -0.980560877846154 -0.0975278056098923 0.264460073876923 0.324275538923077 0.0551564162938462 -0.0556054116769231 0.193083855989231 0.339472649138462 0.159375426572308
"19" "LAYING" 19 6 0.272653733493976 -0.0171426864421687 -0.10898146186747 -0.965019579518072 -0.973449968554217 -0.984672837228916 -0.680043155060241 0.725646622771084 0.68762385253012 -0.958959611084337 -0.986993149638554 -0.988819031566265 -0.0312072730559566 -0.0952628014096386 0.10860511373494 -0.981357611445783 -0.963617705662651 -0.973197523855422 -0.96626080686747 -0.963193489036145 -0.96626080686747 -0.963193489036145 -0.953263432771084 -0.955906646506024 -0.25318866264 0.292492930166145 0.293722260911807 0.249209411510602 -0.156450013338554 0.0518654912277108 0.168481196584337 0.0778651216506024
"20" "LAYING" 20 6 0.239507882205882 -0.0144406281132353 -0.104274322538235 -0.962249114705882 -0.964098180294118 -0.972571998382353 -0.472431415573529 0.864882956617647 0.477573305 -0.928674215147059 -0.976018476911765 -0.9765185525 -0.0231760616308824 -0.0954899626029412 0.123680209926471 -0.984477414264706 -0.972941910294118 -0.972409893529412 -0.960743126176471 -0.939489444558824 -0.960743126176471 -0.939489444558824 -0.9604473725 -0.962153597941176 -0.213034275557353 0.274452420529412 0.276898539791176 -0.0430078509941176 -0.0784003340588235 0.00832392052941177 0.187758018548529 0.0116918216382353
"21" "LAYING" 21 6 0.271325472455556 -0.0184233048415556 -0.103253832233333 -0.955019866222222 -0.956959422222222 -0.945653787777778 -0.174349174822222 0.599992678 0.788251027111111 -0.945905270555556 -0.983732936111111 -0.952416332444444 -0.0305126188777778 -0.113800486377778 0.0980906517 -0.975411857555556 -0.952147091444444 -0.981345430888889 -0.952596583222222 -0.942186431444444 -0.952596583222222 -0.942186431444444 -0.949278890222222 -0.949289148 -0.5170305295 0.0857486930922889 0.0249888787754444 -0.105481413654444 -0.407760367 0.266238545 -0.101802808811111 -0.20657270175
"22" "LAYING" 22 6 0.279959721194444 -0.0142629864502778 -0.110800924652778 -0.947735251944444 -0.913276301666667 -0.942945807916667 -0.418494577083333 0.632484075694444 0.771903907083333 -0.928781249027778 -0.958826938556944 -0.952435389166667 -0.0208311371125 -0.09257231175 0.145003879319444 -0.956641905833333 -0.9618849625 -0.933251870694444 -0.934993799305556 -0.909407761152778 -0.934993799305556 -0.909407761152778 -0.926616373333333 -0.923911565972222 -0.224663531040542 0.0878775831008333 0.214869419902778 -0.116959069579167 -0.143181333825 0.0627250150652778 0.0988290426666667 -0.0786142233430556
"23" "LAYING" 23 6 0.274038007986111 -0.0216553835833333 -0.104256776291667 -0.956756363194444 -0.976309827361111 -0.973223495416667 -0.391564962777778 0.438434067361111 0.918782825277778 -0.947948758194444 -0.982794562916667 -0.976780462083333 -0.0113399724663889 -0.105052917 0.111078594708333 -0.981849400972222 -0.959195236388889 -0.983920132638889 -0.962959196805556 -0.957871990555555 -0.962959196805556 -0.957871990555555 -0.949418000972222 -0.957227585972222 -0.424151160897222 0.0637688819034028 0.298416658291667 0.13145543361875 -0.1472313939875 0.289184530733333 0.0359321171277778 0.102453271218056
"24" "LAYING" 24 6 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.967984021111111 -0.983126461944444 -0.973566958888889 -0.359292534027778 0.738430699305556 0.683839909722222 -0.960412164305556 -0.993454358055556 -0.979239668194444 -0.0143679929444444 -0.0955538053611111 0.111730746333333 -0.982651720138889 -0.960299550972222 -0.98170136125 -0.9718540425 -0.969354834166667 -0.9718540425 -0.969354834166667 -0.953791512638889 -0.957829934722222 -0.401945415305556 0.2808890233625 0.242669191758333 0.213437011386111 -0.1812152290875 0.258571516181528 0.0811245566805556 0.0544279335515278
"25" "LAYING" 25 6 0.250791828613699 -0.0188943663671233 -0.100428830260274 -0.909116474109589 -0.691770680561644 -0.717262004013699 -0.461102531369863 0.620658919917808 0.526353818315068 -0.829554947808219 -0.643578361424658 -0.610161166287671 0.00372723459589041 -0.0716401726150685 0.139718671465753 -0.889769639726027 -0.936630803287671 -0.91092799 -0.56047777609589 -0.649254767945205 -0.56047777609589 -0.649254767945205 -0.809688545342466 -0.856017369726027 -0.403359505161644 -0.0800093983775342 -0.0315562255205479 -0.205003716106849 -0.262888528465753 -0.139861213767123 -0.241575056393973 -0.334849564949315
"26" "LAYING" 26 6 0.271645864540789 -0.0191895728026316 -0.105002540289474 -0.969445445263158 -0.983231351842105 -0.984500013157895 -0.621309715263158 0.803015011578947 0.614523405921053 -0.944472488552632 -0.987887995263158 -0.984081708947368 -0.0170656239526316 -0.0903229228815789 0.152436344328947 -0.990328197763158 -0.979325678815789 -0.969302237763158 -0.976785042368421 -0.964355190394737 -0.976785042368421 -0.964355190394737 -0.951863594736842 -0.965676821973684 -0.210237992646053 0.274378315092105 0.374613940986842 0.153049810180263 -0.0665477247486842 0.206193013839342 0.277268278907895 0.111740579146316
"27" "LAYING" 27 6 0.274102492432432 -0.0179867611216216 -0.107699732837838 -0.978455153108108 -0.983736043783784 -0.986636996081081 -0.530434604864865 0.567879494054054 0.84539238027027 -0.971183862702703 -0.993701742972973 -0.989056311351351 -0.0195427328781081 -0.0957839566891892 0.118738360783784 -0.988837212162162 -0.98428747527027 -0.97837499972973 -0.982091652162162 -0.978920176216216 -0.982091652162162 -0.978920176216216 -0.966917594459459 -0.971915732837838 -0.173719387825676 0.254636552121622 0.360078542418919 0.0911101099674324 -0.0195690475405405 0.254804846483784 0.368679681202703 0.174311654377973
"28" "LAYING" 28 6 0.2759134825 -0.0167537858225 -0.1083448529625 -0.9688882955 -0.945386780375 -0.956450342875 -0.490334541875 0.1440732745 0.0157570025 -0.970599089375 -0.9697590285 -0.97912466575 -0.017367705735 -0.097448733725 0.09357912315 -0.95516227975 -0.960057463625 -0.96237491175 -0.95811223025 -0.9545740295 -0.95811223025 -0.9545740295 -0.93710692125 -0.928940913375 -0.33011001977875 -0.07483910088875 0.23330851938875 -0.2588609698375 -0.34947254522625 0.123627590803375 0.038386092475 -0.18113593077125
"29" "LAYING" 29 6 0.287295196811594 -0.0171965484202899 -0.109462068173913 -0.984219555507246 -0.990240946666667 -0.987255149855072 -0.346789842753623 0.807535373478261 0.590452224057971 -0.972939889855073 -0.99424764884058 -0.98577817826087 -0.0258281004782609 -0.0761814357028986 0.127411971652174 -0.994276591304348 -0.992750957826087 -0.97499461942029 -0.986493196666667 -0.981572147681159 -0.986493196666667 -0.981572147681159 -0.971923623043478 -0.977040093043478 -0.0876059706014493 0.328259354627536 0.334787399391304 0.23594998557971 0.0401385255637681 0.250307629215942 0.435846931652174 0.233760096173913
"30" "LAYING" 30 6 0.281033900571429 -0.0194494098614286 -0.1036581505 -0.976362515428571 -0.954201823857143 -0.967044236428571 -0.344737755285714 0.732661247714286 0.681459210714286 -0.979563942714286 -0.988930714857143 -0.983274524857143 -0.0267812218571429 -0.0761476351714286 0.0938472163142857 -0.973662822428571 -0.966041673 -0.968889156142857 -0.969829984285714 -0.960167907285714 -0.969829984285714 -0.960167907285714 -0.962284921142857 -0.951264441 -0.222958352901429 0.0705691086571429 0.230269753914286 -0.06617939667 -0.239924763457143 0.0674681472885714 0.17601722025 -0.0802049169128571
"31" "SITTING" 1 4 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 -0.93958629106383 0.831509933404255 0.204411592680851 0.332043702765957 -0.968457145744681 -0.935517055957447 -0.949040933191489 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.977211283191489 -0.966473895319149 -0.941425920851064 -0.948536786170213 -0.927078418723404 -0.948536786170213 -0.927078418723404 -0.93089249 -0.934531840425532 -0.0495135975489362 0.0759460768510638 0.238829870148936 0.189153021260851 0.0631270669787234 -0.0297839207446809 0.236655011680851 -0.000262186717021277
"32" "SITTING" 2 4 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 0.940477273043478 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.956750273043478 -0.954415873043478 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.985742027826087 -0.978919526956522 -0.959803708695652 -0.967893623913043 -0.953081444130435 -0.967893623913043 -0.953081444130435 -0.946035087173913 -0.961313624130435 0.08519282071 0.150193956163043 0.0960646759586957 0.130523120891304 -0.192142737913043 0.0409472348676087 0.130934202854348 -0.106358909173913
"33" "SITTING" 3 4 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 -0.875110175384615 0.901098984615385 0.127303379245962 0.139020582461538 -0.957324457884615 -0.903923008269231 -0.897736318269231 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.965434768461538 -0.944854571346154 -0.926413710384615 -0.895383350192308 -0.8703017 -0.895383350192308 -0.8703017 -0.919354372307692 -0.925518103807692 0.0312989368846154 -0.00661630574807692 0.0478619586153846 0.0520844490903846 -0.166042259123077 -0.0387467420096154 0.02816007875 -0.115525765230769
"34" "SITTING" 4 4 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 0.8693030064 0.211622539936894 0.11012048108 -0.9814052948 -0.93272710386 -0.9509492546 -0.04944351156 -0.08943006108 0.10115033478 -0.9701317904 -0.9584681204 -0.9279722294 -0.93569482 -0.9144078448 -0.93569482 -0.9144078448 -0.9260633138 -0.928898293 0.037381761194 0.07878600934 0.01209426602 0.1090926580982 -0.394745539548 -0.1457260342 0.028092110644 -0.20008475764
"35" "SITTING" 5 4 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 0.880731443863636 0.168445524 0.143006857611364 -0.983137541590909 -0.939942979795454 -0.945008999545455 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.966225485 -0.950064068181818 -0.940637937045455 -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.934301646590909 -0.931414810454545 -0.0209330490795455 0.0684590033636364 0.0403161796295455 0.125891358536364 -0.187706341013636 0.0966833908409091 0.0586075165227273 -0.00578350086590909
"36" "SITTING" 6 4 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909 0.933692934909091 0.0682628663363636 0.0695219657167273 -0.988872369272727 -0.960875994727273 -0.955475832363636 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.932703812181818 -0.921259472727273 0.00304695404363636 0.123381829747273 0.0818455300187273 0.139409516872727 -0.129239217950909 0.0438103632909091 0.128902046152727 0.0461735838090909
"37" "SITTING" 7 4 0.284674637291667 -0.01461097580375 -0.122464597625 -0.972668374583333 -0.909454698541667 -0.8565329414375 0.969147824375 0.00608846646041667 0.0649636250354167 -0.957082433333333 -0.945436264583333 -0.868602535416667 -0.04963797197125 -0.03361196465625 0.0259476655145833 -0.941870953333333 -0.944124336458333 -0.937021208541667 -0.918432107083333 -0.881957619770833 -0.918432107083333 -0.881957619770833 -0.897870535 -0.898063314375 -0.0334312226625 0.0147166711666667 -0.1017660835625 -0.071630230475 -0.308762329160625 -0.0187739586583333 -0.0112330111875 -0.142830891383333
"38" "SITTING" 8 4 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391 0.832453878043478 0.240095117065217 0.263895185521739 -0.966757967173913 -0.937462301369565 -0.935475331521739 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.984524052826087 -0.97150069673913 -0.959623548478261 -0.952139704347826 -0.929943615630435 -0.952139704347826 -0.929943615630435 -0.93268224326087 -0.953001632173913 -0.164187373097826 0.107278338519565 0.060048457826087 0.116741556823913 -0.261139449513043 -0.0430176558469565 0.121543001092174 -0.141126202673913
"39" "SITTING" 9 4 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.9032355368 -0.9066063206 -0.109383841734 -0.120093395898 -0.1317488734546 -0.128144114548 -0.359739581712 -0.17324215306 -0.08061344386 -0.19597005159
"40" "SITTING" 10 4 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 0.791887198148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.96075719962963 -0.939669591481481 -0.96075719962963 -0.939669591481481 -0.944202043703704 -0.963064577592593 -0.0826140728898148 0.0279319737981482 0.23364402002912 0.214105020574074 0.0677252285555556 -0.084443595962963 0.221566081296296 0.00581337385185185
"41" "SITTING" 11 4 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.921402118113208 -0.968370181886792 0.871963798301887 0.213716305739623 0.188531695981132 -0.988069341132075 -0.949792572075472 -0.971661610754717 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.961970763773585 -0.944581826415094 -0.961970763773585 -0.944581826415094 -0.951884472075472 -0.959964488301887 -0.050340397354717 0.0967747743339623 0.243469786396226 0.115678529336604 -0.102473210571698 -0.0459579465849057 0.198648837339623 -0.0398966601509434
"42" "SITTING" 12 4 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608 0.926228975490196 0.0830509010823529 0.0885640696078431 -0.985203642352941 -0.963641979215686 -0.956208629607843 -0.0424159182941176 -0.0751980398235294 0.0728462158235294 -0.974425351960784 -0.960497127647059 -0.951552533137255 -0.952176621372549 -0.947517100196078 -0.952176621372549 -0.947517100196078 -0.941907240784314 -0.946769241568627 0.0326699716633333 0.00241516259019608 -0.0226159354313725 -0.0625086985784314 -0.1941602972 -0.080845100272549 0.00487835794117647 -0.111982191447059
"43" "SITTING" 13 4 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204 0.92557651244898 0.101769752489796 0.0757773858163265 -0.981379112653061 -0.951353064693878 -0.930979556938776 -0.0355124856836735 -0.0902687401836735 0.0823432026610204 -0.985844263265306 -0.979668456122449 -0.966896414285714 -0.957690563673469 -0.937935738571429 -0.957690563673469 -0.937935738571429 -0.951142644081633 -0.963940591428571 -0.00935147348163265 0.0253459476734694 0.154652093530612 0.100550894587755 -0.106178686469388 0.013649216527551 0.150538936606122 0.00767543343469388
"44" "SITTING" 14 4 0.279990577037037 -0.00870565463888889 -0.100401490425926 -0.976302248148148 -0.914935703907407 -0.922774835740741 0.939038759814815 -0.0364533962277778 -0.0945970534814815 -0.976280399444444 -0.95032266362963 -0.938415738148148 -0.0440403326851852 -0.0713478280925926 0.0928523607037037 -0.980829981481481 -0.962048191666667 -0.952904383518518 -0.944197943703704 -0.92549582962963 -0.944197943703704 -0.92549582962963 -0.942756369259259 -0.947081158333333 -0.145044030516667 -0.0904275272388889 -0.0357959046777778 -0.107487047964444 -0.34128282392963 -0.0834989971537037 0.015368050237037 -0.171970730796296
